"REF_DATE","GEO","DGUID","Egg production","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Murray River, Part 1, Prince Edward Island [CCS110101005]","2021S05021101005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132340","40.1.2","","F","","","0"
"2021","Murray River, Part 1, Prince Edward Island [CCS110101005]","2021S05021101005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132341","40.2.1","0","B","","","0"
"2021","Murray River, Part 1, Prince Edward Island [CCS110101005]","2021S05021101005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132342","40.2.2","0","A","","","0"
"2021","Souris, Prince Edward Island [CCS110101035]","2021S05021101035","Table eggs","Number of farms reporting","Number","223","units","0","v1327132343","41.1.1","1","A","","","0"
"2021","Souris, Prince Edward Island [CCS110101035]","2021S05021101035","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132344","41.1.2","","F","","","0"
"2021","Souris, Prince Edward Island [CCS110101035]","2021S05021101035","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132345","41.2.1","0","B","","","0"
"2021","Souris, Prince Edward Island [CCS110101035]","2021S05021101035","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132346","41.2.2","0","A","","","0"
"2021","St. Peters, Prince Edward Island [CCS110101037]","2021S05021101037","Table eggs","Number of farms reporting","Number","223","units","0","v1327132347","42.1.1","0","B","","","0"
"2021","St. Peters, Prince Edward Island [CCS110101037]","2021S05021101037","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132348","42.1.2","0","A","","","0"
"2021","St. Peters, Prince Edward Island [CCS110101037]","2021S05021101037","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132349","42.2.1","0","B","","","0"
"2021","St. Peters, Prince Edward Island [CCS110101037]","2021S05021101037","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132350","42.2.2","0","A","","","0"
"2021","Morell, Prince Edward Island [CCS110101043]","2021S05021101043","Table eggs","Number of farms reporting","Number","223","units","0","v1327132351","43.1.1","0","B","","","0"
"2021","Morell, Prince Edward Island [CCS110101043]","2021S05021101043","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132352","43.1.2","0","A","","","0"
"2021","Morell, Prince Edward Island [CCS110101043]","2021S05021101043","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132353","43.2.1","0","B","","","0"
"2021","Morell, Prince Edward Island [CCS110101043]","2021S05021101043","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132354","43.2.2","0","A","","","0"
"2021","Three Rivers, Prince Edward Island [CCS110101045]","2021S05021101045","Table eggs","Number of farms reporting","Number","223","units","0","v1327132355","44.1.1","3","C","","","0"
"2021","Three Rivers, Prince Edward Island [CCS110101045]","2021S05021101045","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132356","44.1.2","","F","","","0"
"2021","Three Rivers, Prince Edward Island [CCS110101045]","2021S05021101045","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132357","44.2.1","1","A","","","0"
"2021","Three Rivers, Prince Edward Island [CCS110101045]","2021S05021101045","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132358","44.2.2","5","E","","","0"
"2021","East River, Part 2, Prince Edward Island [CCS110101052]","2021S05021101052","Table eggs","Number of farms reporting","Number","223","units","0","v1327132359","45.1.1","1","A","","","0"
"2021","East River, Part 2, Prince Edward Island [CCS110101052]","2021S05021101052","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132360","45.1.2","","F","","","0"
"2021","East River, Part 2, Prince Edward Island [CCS110101052]","2021S05021101052","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132361","45.2.1","0","B","","","0"
"2021","East River, Part 2, Prince Edward Island [CCS110101052]","2021S05021101052","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132362","45.2.2","0","A","","","0"
"2021","Census Agricultural Region 2, Prince Edward Island [CAR110200000]","2021S05011102","Table eggs","Number of farms reporting","Number","223","units","0","v1327132363","46.1.1","28","B","","","0"
"2021","Census Agricultural Region 2, Prince Edward Island [CAR110200000]","2021S05011102","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132364","46.1.2","","F","","","0"
"2021","Census Agricultural Region 2, Prince Edward Island [CAR110200000]","2021S05011102","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132365","46.2.1","0","B","","","0"
"2021","Census Agricultural Region 2, Prince Edward Island [CAR110200000]","2021S05011102","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132366","46.2.2","0","A","","","0"
"2021","Queens, Prince Edward Island [CD110202000]","2021A00031102","Table eggs","Number of farms reporting","Number","223","units","0","v1327132367","47.1.1","28","B","","","0"
"2021","Queens, Prince Edward Island [CD110202000]","2021A00031102","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132368","47.1.2","","F","","","0"
"2021","Queens, Prince Edward Island [CD110202000]","2021A00031102","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132369","47.2.1","0","B","","","0"
"2021","Queens, Prince Edward Island [CD110202000]","2021A00031102","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132370","47.2.2","0","A","","","0"
"2021","Belfast, Prince Edward Island [CCS110202002]","2021S05021102002","Table eggs","Number of farms reporting","Number","223","units","0","v1327132371","48.1.1","4","A","","","0"
"2021","Belfast, Prince Edward Island [CCS110202002]","2021S05021102002","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132372","48.1.2","","F","","","0"
"2021","Belfast, Prince Edward Island [CCS110202002]","2021S05021102002","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132373","48.2.1","0","A","","","0"
"2021","Belfast, Prince Edward Island [CCS110202002]","2021S05021102002","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132374","48.2.2","0","A","","","0"
"2021","Crossroads, Prince Edward Island [CCS110202010]","2021S05021102010","Table eggs","Number of farms reporting","Number","223","units","0","v1327132375","49.1.1","0","B","","","0"
"2021","Crossroads, Prince Edward Island [CCS110202010]","2021S05021102010","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132376","49.1.2","0","A","","","0"
"2021","Crossroads, Prince Edward Island [CCS110202010]","2021S05021102010","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132377","49.2.1","0","B","","","0"
"2021","Crossroads, Prince Edward Island [CCS110202010]","2021S05021102010","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132378","49.2.2","0","A","","","0"
"2021","Vernon River, Prince Edward Island [CCS110202016]","2021S05021102016","Table eggs","Number of farms reporting","Number","223","units","0","v1327132379","50.1.1","3","E","","","0"
"2021","Vernon River, Prince Edward Island [CCS110202016]","2021S05021102016","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132380","50.1.2","","F","","","0"
"2021","Vernon River, Prince Edward Island [CCS110202016]","2021S05021102016","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132381","50.2.1","0","B","","","0"
"2021","Vernon River, Prince Edward Island [CCS110202016]","2021S05021102016","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132382","50.2.2","0","A","","","0"
"2021","New Glasgow, Prince Edward Island [CCS110202017]","2021S05021102017","Table eggs","Number of farms reporting","Number","223","units","0","v1327132383","51.1.1","7","C","","","0"
"2021","New Glasgow, Prince Edward Island [CCS110202017]","2021S05021102017","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132384","51.1.2","","F","","","0"
"2021","New Glasgow, Prince Edward Island [CCS110202017]","2021S05021102017","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132385","51.2.1","0","B","","","0"
"2021","New Glasgow, Prince Edward Island [CCS110202017]","2021S05021102017","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132386","51.2.2","0","A","","","0"
"2021","Crapaud, Part 1, Prince Edward Island [CCS110202018]","2021S05021102018","Table eggs","Number of farms reporting","Number","223","units","0","v1327132387","52.1.1","0","B","","","0"
"2021","Crapaud, Part 1, Prince Edward Island [CCS110202018]","2021S05021102018","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132388","52.1.2","0","A","","","0"
"2021","Crapaud, Part 1, Prince Edward Island [CCS110202018]","2021S05021102018","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132389","52.2.1","0","B","","","0"
"2021","Crapaud, Part 1, Prince Edward Island [CCS110202018]","2021S05021102018","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132390","52.2.2","0","A","","","0"
"2021","Kingston, Prince Edward Island [CCS110202022]","2021S05021102022","Table eggs","Number of farms reporting","Number","223","units","0","v1327132391","53.1.1","1","A","","","0"
"2021","Kingston, Prince Edward Island [CCS110202022]","2021S05021102022","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132392","53.1.2","","F","","","0"
"2021","Kingston, Prince Edward Island [CCS110202022]","2021S05021102022","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132393","53.2.1","0","B","","","0"
"2021","Kingston, Prince Edward Island [CCS110202022]","2021S05021102022","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132394","53.2.2","0","A","","","0"
"2021","Miltonvale Park, Prince Edward Island [CCS110202040]","2021S05021102040","Table eggs","Number of farms reporting","Number","223","units","0","v1327132395","54.1.1","1","A","","","0"
"2021","Miltonvale Park, Prince Edward Island [CCS110202040]","2021S05021102040","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132396","54.1.2","","F","","","0"
"2021","Miltonvale Park, Prince Edward Island [CCS110202040]","2021S05021102040","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132397","54.2.1","0","B","","","0"
"2021","Miltonvale Park, Prince Edward Island [CCS110202040]","2021S05021102040","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132398","54.2.2","0","A","","","0"
"2021","Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico, Prince Edward Island [CCS110202045]","2021S05021102045","Table eggs","Number of farms reporting","Number","223","units","0","v1327132399","55.1.1","1","A","","","0"
"2021","Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico, Prince Edward Island [CCS110202045]","2021S05021102045","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132400","55.1.2","","F","","","0"
"2021","Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico, Prince Edward Island [CCS110202045]","2021S05021102045","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132401","55.2.1","0","B","","","0"
"2021","Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico, Prince Edward Island [CCS110202045]","2021S05021102045","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132402","55.2.2","0","A","","","0"
"2021","Brackley, Prince Edward Island [CCS110202055]","2021S05021102055","Table eggs","Number of farms reporting","Number","223","units","0","v1327132403","56.1.1","0","B","","","0"
"2021","Brackley, Prince Edward Island [CCS110202055]","2021S05021102055","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132404","56.1.2","0","A","","","0"
"2021","Brackley, Prince Edward Island [CCS110202055]","2021S05021102055","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132405","56.2.1","0","B","","","0"
"2021","Brackley, Prince Edward Island [CCS110202055]","2021S05021102055","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132406","56.2.2","0","A","","","0"
"2021","East River, Part 1, Prince Edward Island [CCS110202064]","2021S05021102064","Table eggs","Number of farms reporting","Number","223","units","0","v1327132407","57.1.1","2","A","","","0"
"2021","East River, Part 1, Prince Edward Island [CCS110202064]","2021S05021102064","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132408","57.1.2","","F","","","0"
"2021","East River, Part 1, Prince Edward Island [CCS110202064]","2021S05021102064","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132409","57.2.1","0","B","","","0"
"2021","East River, Part 1, Prince Edward Island [CCS110202064]","2021S05021102064","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327132410","57.2.2","0","A","","","0"
"2021","North Shore, Prince Edward Island [CCS110202067]","2021S05021102067","Table eggs","Number of farms reporting","Number","223","units","0","v1327132411","58.1.1","1","A","","","0"
"2021","North Shore, Prince Edward Island [CCS110202067]","2021S05021102067","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327132412","58.1.2","","F","","","0"
"2021","North Shore, Prince Edward Island [CCS110202067]","2021S05021102067","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327132413","58.2.1","0","A","","","0"
